id,user,date,timestamp,commentText,likes,hasReplies,numberOfReplies,replies.id,replies.user,replies.date,replies.timestamp,replies.commentText,replies.likes
UgyObZnVDtJUJw_LZL14AaABAg,Boris Terekidi,3 weeks ago,1553778700052,Nissan needs to do a V6 (3.5L) with no turbos and 6 speed auto and manual. Non of that turbo & CVT garbage.,0,false,0,,,,,,
UgxFM56lUuBAdqnav8p4AaABAg,neil borodkin,3 weeks ago,1553778700053,That cheap-looking fake wood is atrocious,0,false,0,,,,,,
UgzTMm6mXWfO8dFxvuN4AaABAg,Big vee,3 weeks ago,1553778700055,Come on Nissan that's still week!!  And dude's clothes is so tight its ridiculous!!,0,false,0,,,,,,
UgwVEGQ0Tla3Aii_r2R4AaABAg,Nissan of Boerne,3 weeks ago,1553778700056,great video!,0,false,0,,,,,,
Ugz8eeMYMRCLv689gQV4AaABAg,Don't Touch Me,3 weeks ago,1553778700058,The outer design and car look are so bad for a sedan car. Not a fan,0,false,0,,,,,,
UgxzF4ledi_6lQ-i2ip4AaABAg,william lopez,1 month ago,1552914700059,"i will never buy a cvt car, this is a turn off",0,false,0,,,,,,
Ugzy-KpPMUIiBGfTcfN4AaABAg,william lopez,1 month ago,1552914700061,toyota is already on top the question should be watch out for hyundai and kia,0,false,0,,,,,,
Ugxj7rRnYmXQzr8iR8J4AaABAg,william lopez,1 month ago,1552914700063,"accord cvt? already lost
altima cvt? already lost
camry auto? won💪🏻👍🏻",1,true,1,,,,,,
,,,,,,,,Ugxj7rRnYmXQzr8iR8J4AaABAg.8sdqigDJeaa8spRz6uAebs,*_•hxxcker.reshirm•_*,3 weeks ago,1553778700295,accord 1.5T is the only one with a CVT. accord 2.0T has a manual - oh! winner!!,0
UgxJK5W0TZB1ULj6cZp4AaABAg,Jake Zabler,1 month ago,1552914700065,"What year did they discontinue the 6 cyl? I had a JX-35 and absolutely hated the CVT, no shifting feeling whatsoever, drove me crazy, had to sell it.",1,false,0,,,,,,
UgwOASfAV9g9CjBUsll4AaABAg,The Future Is Here,1 month ago,1552914700066,"King Camry
King of the Jungle!",1,false,0,,,,,,
UgxIAk_BJZywfNbQd1V4AaABAg,Cedric's Toyota Camry,1 month ago,1552914700068,Glad i bought my Camry the new Altima and maximas look hideous and cvt is a deal breaker for me,0,false,0,,,,,,
UgwQI70wOiFBThuZ8el4AaABAg,GRJCLyon,1 month ago,1552914700069,This had to be the best damn car review I've ever seen. I just today looked at these while the dealers were closed (Sunday) and was torn between the 18 and 19 models. I plan to test drive both but you helped with a lot of questions I had before spending hours at the dealership getting the run around. Thank you for this video.,0,false,0,,,,,,
UgwZeo4Q63QNu-eBeqJ4AaABAg,Luis Quintero,1 month ago,1552914700071,What’s wrong with CVTs?? Honda accords have Cvt and there great cars,0,false,0,,,,,,
UgytmVvmVroGKQVu1od4AaABAg,Steven Clutz,1 month ago,1552914700072,Watch out for what .. Nissans are junk .. my wife has a 2014 Altima 71k miles and it's going in for its 3rd transmission.. New transmission was junk right out of the box .. if the was worth anything I'd get rid of it .. trade in Value is crap on it ..,0,false,0,,,,,,
UgyCsFGf7CtU4mwLs9l4AaABAg,Jeff Neely,1 month ago,1552914700074,That engine sounds like a lawn Mower. I bought a 2012 Altima new at 12 miles and the CVT transmission died at 85k miles. Face it... Nissan designs cars to break so you can buy the next model. Then they discontinue thier parts to make you wish you bought a honda,0,false,0,,,,,,
Ugy9rgl7Nyij5ZjCyLd4AaABAg,slay1122,1 month ago,1552914700075,Accord and Camry are still better.,2,false,0,,,,,,
Ugxrgz0DV8AyTz4rvfB4AaABAg,Haighter,1 month ago,1552914700861,"Only 3 things in life are certain: death, taxes, and Nissan using the same key fob since 1978",39,true,2,,,,,,
,,,,,,,,Ugxrgz0DV8AyTz4rvfB4AaABAg.8sTco2xhMSV8tMNIIQSec8,Y Sim,1 week ago,1554988301123,Corny ass joke...,2
,,,,,,,,Ugxrgz0DV8AyTz4rvfB4AaABAg.8sTco2xhMSV8tfeSlGBv-o,George,4 days ago,1555247501124,if its not broken dont fix it,0
UgzpYUFX5T6w6OHb8At4AaABAg,Saravanan M,1 month ago,1552914700863,"It sounds awful, long live the V6 with a conventional 8 speed automatic errr Camry V6",1,false,0,,,,,,
UgyYoYaDKHxOvZB9sed4AaABAg,obliograce@gmail.com,1 month ago,1552914700865,"The guy doing the review is complaining that the key fob has been around too long? Seriously? Doesn't report a problem with it but just thinks it's been around to long so he is bored? Yikes, looks like a true GenX moment. If the design fits, and it works, and you like the entire package .. why complain because you are bored? Sure, no LED lights in the rear is illegitimate complaint. But a key FOB that seems to work well is a complaint just because it's old and it bores  me? I like this guys reviews in general. I hope he understands the feedback here. He looses cred with my by doing that. C'om dude. Keep it real here.",1,false,0,,,,,,
UgzGT6ITLxjM42etPXV4AaABAg,Hylianx64,1 month ago,1552914700866,God I fucking hate Nissan,0,false,0,,,,,,
Ugyvqjz5HXl8oJ2vX_14AaABAg,Dan Sam,1 month ago,1552914700867,Engine sounds like my washing machine.,3,false,0,,,,,,
UgyNGuKB0_SB3CfITGd4AaABAg,Alexis Carrillo,1 month ago,1552914700869,But is it nice though? I don't think you mentioned if it's nice enough.,0,false,0,,,,,,
Ugylmoukm7hR1FcDHSN4AaABAg,FPsGameFreak,1 month ago,1552914700870,Borrrrrrring as car,0,false,0,,,,,,
Ugz8_3zXWMvJw5rd1gR4AaABAg,SUPPRESSOR BAFFLED,1 month ago,1552914700872,I’m not digging it,0,false,0,,,,,,
UgwqIHeMUVoaAa56LGV4AaABAg,Ernesto Mongalo,1 month ago,1552914700873,People stop driving commuter cars as sport cars 🤣,1,false,0,,,,,,
Ugzo8bWoFstDcqQ369d4AaABAg,Ernesto Mongalo,1 month ago,1552914700875,This dude is spot on with information 👍,0,false,0,,,,,,
UgzgYYn6Zp0NUPA0q_x4AaABAg,SOUTHPAW STUDIOS,1 month ago,1552914700876,What about reviewing the new Murano,0,false,0,,,,,,
UgznwTCixXwY_JhNbO94AaABAg,Tony S.,1 month ago,1552914700878,Hideous like that tight red polo !!!,1,false,0,,,,,,
Ugx6QWNxxab9I2BttuB4AaABAg,Justin bustin,1 month ago,1552914700879,Delay is due to the cvt. Not sure if its got a actual  1st gear that Toyota new CVT  uses. The cvt belt cant handle dead stop torque. A 1st gear  then switches to the belt. Pull out in traffic with a CVT and try to get it instantly.,0,false,0,,,,,,
Ugz3he-12uqRPI8qPNx4AaABAg,Justin bustin,1 month ago,1552914700881,Theres that dam front  hood seam! Design sin! Front end would look slick without yhe ugly seam. Bring back the damn 3.5!,0,false,0,,,,,,
UgxFuZJ9Lgs-uSWkcql4AaABAg,Tyler Owl,1 month ago,1552914700882,Tablets are a big no go for me. I never liked them. They don't look good in my opinion,2,false,0,,,,,,
UgyvTZ4prhf7OO1-8yN4AaABAg,Edilberto Worre,1 month ago,1552914700884,Look I love the Nissan Maxima and have 2 of them but Nissan needs to go back to standard shift and get away from CVT transmission.,6,false,0,,,,,,
UgwivFD79ojcq43FI714AaABAg,Ghost Rider,1 month ago,1552914700885,"I entered the video, went to the comment section, saw “CVT” word. Exited the video.",2,false,0,,,,,,
Ugx7fO0hAkM2G2DcMPV4AaABAg,QQ Senpaii,1 month ago,1552914700887,Nissans' gonna make a come back watch out b`tch`s!,0,false,0,,,,,,
UgwZknUDGjCz1u4565d4AaABAg,POLICiA_ 91120,1 month ago,1552914700888,"This is a Japanese car, but it is not sold in Japan:(",0,true,1,,,,,,
,,,,,,,,UgwZknUDGjCz1u4565d4AaABAg.8s5I8yFYsdO8sDGXqk6TWB,hidden KARD,1 month ago,1552914701132,It's only Japanese if the vin says J. It's likely American with a J badge.,0
UgxXLcP3I7TL3RHuoNh4AaABAg,Road Music,1 month ago,1552914700890,I drive Maxima 3 years .love it,0,false,0,,,,,,
UgzuX2gYv3wTLCnuudZ4AaABAg,A.Z Cars,1 month ago,1552914701626,"شكل فاشل وتصميم مافيه ابداع بصراحه والخلفية كأنها من عام ٢٠٠٠ ومن داخل نسخ لصق مازدا ٦ ماني شايف نيسان بالموضوع ماهذا يانيسان ؟! المفروض على الاقل تعوضون عن ضعف الجوده والمشاكل الي مالها نهاية بسياراتكم والسمعة الرديئة بتصميم زين على الاقل !!
وصرفية الوقود اكثر من السابق وبنفس القوة الحصانية وقالوا لك طوروا المحرك بعد مثل القيور الي طوروها وصارت تخرب اكثر من اول !!
تكفون يانيسان لاعاد تطورون خلاص وقفوا",0,false,0,,,,,,
UgwkeC8qWU7kbPSZ5rB4AaABAg,Road Music,1 month ago,1552914701628,Why all crying out about Nissan ?,2,false,0,,,,,,
UgwBBpA4Ei5My4vnwh94AaABAg,Lewis Johnson,1 month ago,1552914701630,Texas here: what the hell would I do with a car with heated seats and not cooled seats -_-,0,false,0,,,,,,
UgzjRRVu8MsFIzxsVKV4AaABAg,Aydin Bakyt,1 month ago,1552914701632,It is beutifull!,0,false,0,,,,,,
UgxTLR9_m7YHacN9hZt4AaABAg,أبو عابد,1 month ago,1552914701635,Why is it annoying for me that there is no Number 1 on the Tac?,0,false,0,,,,,,
UgzMVp89IEwhi37nO6Z4AaABAg,Jimmy Conway,1 month ago,1552914701637,How can you compare this with accord or camry.Its junk.,4,false,0,,,,,,
Ugxq3Fb1Crey_luS28d4AaABAg,Pablo Hernandez,1 month ago,1552914701639,"All Nissan need to do is bring back the 6-Speed Altima SE-R, but this time with the VQ37DE Engine and a small turbo in it.",0,false,0,,,,,,
UgxTIROGs3cgn-zhnSV4AaABAg,Mack Brown,1 month ago,1552914701640,Why you never say anything about that unreliable ctv transmission,1,false,0,,,,,,
UgyY0K9KlxrAxjBy2z94AaABAg,Taylor Montgomery,1 month ago,1552914701642,"When you first stepped in, I was really surprised Nissan didn't completely refresh the gauge cluster. They're being so lazy. The inside looks so similar to the outgoing model. The keyfob, old. Even their beep/chime is so old. I don't think they can get away with being cheap for much longer.",0,false,0,,,,,,
UgyfFPo-G6_G_Erzx9h4AaABAg,richard casey,1 month ago,1552914701643,"No matter how improved the CVT has become, it’s still a belt drive car! My 2008 Altima is a V6 270 HP 6-speed manual and us a hoot to drive.",0,false,0,,,,,,
UgxdHLfcrNDCQT6wYMJ4AaABAg,richard casey,1 month ago,1552914701645,I would NEVER buy ANY car with a CVT automatic. Wake up Nissan!,13,true,1,,,,,,
,,,,,,,,UgxdHLfcrNDCQT6wYMJ4AaABAg.8ruP8KcQw4m8tnv2sYdYH2,jeff ghant,1 day ago,1555506701886,What wrong with it? It seems like more cars have it. I drive a car from 2003 so I don't know about it.,0
UgxvIA0_plJwk843VHV4AaABAg,Wave,1 month ago,1552914701647,"Anyone else don't like the stupid looking Ipad on most modern cars? Honestly, if that is what I have to look forward to when it's time to replace my car, I'd rather just keep fixing it.",0,false,0,,,,,,
UgyUH5D43q3mAEMLR654AaABAg,UR HIRED HR,1 month ago,1552914701648,I have a new 2019 Subaru Ascent and love it but HATE the CVT transmission!  Jerky!,1,false,0,,,,,,
Ugxq-uuDXcIOf3mz_0h4AaABAg,UR HIRED HR,1 month ago,1552914701650,"I owned an Altima YEARS ago. They continue to be a lot of car for the money, even today.",0,false,0,,,,,,
Ugy_vCiXk5CpvNTuK1F4AaABAg,Sergei Zhukov,1 month ago,1552914701651,This Altima has nothing on the turbo accord. Needs more refinement,4,false,0,,,,,,
Ugyxt1UccmCqUx2m00l4AaABAg,chriskoz99,1 month ago,1552914701653,"ok, first mistake: on these small 4 bangers and turbos you dont put the the pedal to the floor! Subtley is the order of the day. Be gentle  and patient on the throttle and you will be rewarded. Secondly, Nissan finally got the trans programming down. Silky smooth and responsive in auto or manual mode. You have three choices: 1 - auto drive mode, 2 - auto sport drive mode, 3 - manual mode with the paddles. Shifts are quick and responsive in all modes.
the trick in manual mode is to ""milk"" the throttle as you would with a stick shift trans. Its not a DSG! Also, it does take some practice to use the paddles correctly. Most dont know how to use them properly.   Nissan is not ignorant. They are of  a very sporting mentality. Always were.  This is a huge step foreward.",0,false,0,,,,,,
Ugw-qbG__gFckJtbn1x4AaABAg,E. M.H.,1 month ago,1552914701654,Nissan has so much better future without CVT. Crazy persistence...,8,false,0,,,,,,
UgwzRhFOaazKOwU-Nk14AaABAg,Ronald Charan,1 month ago,1552914701656,I wish Nissan can go back to what they once were. Making reliable cars that were quality and competitive with Toyota and Honda. They have fallen off a cliff in recent years.,1,false,0,,,,,,
UgxA80BCJwKySswp4G54AaABAg,Patrick,1 month ago,1552914701657,The interior really does look like the one found in Accord. Like damn spot on,0,false,0,,,,,,
Ugx7pcqWHwsNXPruR854AaABAg,easton burns,1 month ago,1552914701659,I work at a car rental and yes the outside is amazing but the interior really sucks,0,false,0,,,,,,
UgwyEZ9YSnoRzcaYSE94AaABAg,jesus aveitia,1 month ago,1552914702397,Soyfan bra you need stop wearing those tiny tiny shirts.  bra do you even lift? Good review though,0,false,0,,,,,,
UgybkKarvt722km2uQ14AaABAg,MegaTechpc,1 month ago,1552914702399,"If this car simply had any non-CVT option it would be right up there with the Accord for best in class honors.  I’ve seen several out in the wild at this point and I must say it is probably the best looking car overall in this segment (really close with Mazda 6) and despite Sofyans nitpicking, the interior looks and feels very premium and well designed in my opinion.  It’s just a shame that Nissan insists to stubbornly hold on to that stupid CVT which brings the entire car down.",0,false,0,,,,,,
UgzDWWo_myMXOiQsb3N4AaABAg,Michael Fleming,1 month ago,1552914702400,"Hi, I’m debating between a 2019 civic sport touring hatch and the 2019 Altima sr with 2.5L. What do you think? 
Family of 4.",0,false,0,,,,,,
UgwSzrxonONsfQjYoy54AaABAg,Michael Bianchini,1 month ago,1552914702402,Song please,0,false,0,,,,,,
Ugxeo7k5UK4pPwD6a8p4AaABAg,Xiang Ji,1 month ago,1552914702403,That motor sounds really bad...,0,false,0,,,,,,
Ugx27krCbCuqX7zQGON4AaABAg,JOEY SNAKEYES 360,1 month ago,1552914702405,CVT don't shift,0,false,0,,,,,,
UgwPnlPdHE_M5Bi-eud4AaABAg,zash babe,1 month ago,1552914702406,I need one,0,false,0,,,,,,
Ugzd7NPAy43uQzzS7L94AaABAg,B A,2 months ago,1550495502408,No you don’t put your phone on the door handle is locked. Unless you want to open your door and drop your phone on the street or lose it.,0,false,0,,,,,,
UgzrWe6mxPq2mxiYTsl4AaABAg,motaz1975,2 months ago,1550495502410,cant wait till the trend of pasting a cheap toy looking tablet onto the top of the dash fad goes away. looks so cheap to me. i miss the days of classy looking in dash intergrated systems.,0,false,0,,,,,,
Ugzl54_UfIIisMz8iGJ4AaABAg,Don Berg,2 months ago,1550495502411,no quality no design  its Nissan,0,false,0,,,,,,
UgxMBMb7K7wpYc_fKPB4AaABAg,Dan B,2 months ago,1550495502413,Design sux,1,false,0,,,,,,
Ugx_aL7s7CYVH6V5TyF4AaABAg,War`n Peace,2 months ago,1550495502414,I like how redline focus on the lower model cars and not just the Bentley and Mercedes rose royce etc etc,0,false,0,,,,,,
UgxLmk_n21hEnEODHwJ4AaABAg,Jimmer John,2 months ago,1550495502416,solid door... who cares.... does it have a solid transmission? who wants to buy one and find out?,0,false,0,,,,,,
UgwaLty_bb83mQFO12l4AaABAg,tee2701,2 months ago,1550495502417,Altima is not a bad car I like the maxima better and much faster than the Altima,0,false,0,,,,,,
UgxO8-i0cHbyRMWhnDp4AaABAg,tee2701,2 months ago,1550495502419,all these internet mechanics criticizing,0,false,0,,,,,,
Ugw5w3nqEKbe8r4ljFx4AaABAg,valentinjimenez25,2 months ago,1550495502420,That car sounds terrible and it's all because of that unreliable CVT trans.,0,false,0,,,,,,
UgxOloJtgVn8kXKYK3p4AaABAg,Frances A,2 months ago,1550495502422,Wow they totally stole the Audi grill. Ran out of creativity?,0,false,0,,,,,,
UgzoHC6dQ9QCI3pXUW14AaABAg,Haseeb Khalid,2 months ago,1550495502423,its interior looks like Honda accord,0,false,0,,,,,,
UgzDndZjQMbxtrR01IJ4AaABAg,S. T.,2 months ago,1550495502425,The interior looks bmw-ish,0,false,0,,,,,,
UgyYXWXomlYjAWyupKN4AaABAg,fortuneOVERfame,2 months ago,1550495502426,Id buy the camry over this nice car but the camry looks way better,0,false,0,,,,,,
UgxBee1zxB-RBqDzlNZ4AaABAg,Todd Boden,2 months ago,1550495502882,"I would prefer the chrome trim to be black.  Once I go black,,,,blah blah",0,false,0,,,,,,
Ugzpqvb6zs2z68R4cdx4AaABAg,Curt S,2 months ago,1550495502884,looks nice but that cvt is a turn off,0,false,0,,,,,,
UgxXvLCQMAJ4Tbwirrx4AaABAg,Jon Davis,2 months ago,1550495502885,Watch out camry lol Altima has always been better then the Camry but it ain’t that great itself,0,false,0,,,,,,
UgxPI0tSXLhDb4fcTgN4AaABAg,jiang pan,2 months ago,1550495502887,there is nothing wrong with the key,0,false,0,,,,,,
UgyDQyxildaF9uIDhTh4AaABAg,Zonther,2 months ago,1550495502889,"I would like if they make a nismo version like they did the Sentra. I would like to see this engine in a AWD manual nismo package. Those seats do look really comfortable. If they did this, I feel like it will be a really fun to drive.",0,false,0,,,,,,
UgzaPdb54_numYlp8bl4AaABAg,jonjon,2 months ago,1550495502890,My rental from Enterprise 😂,0,false,0,,,,,,
Ugx17DjqHp169EcX9d54AaABAg,Money-Gucci-Bitches,2 months ago,1550495502892,"I will never understand why people buy such a garbage cars like Japanese or American cars, when they can buy much much better cars made in Germany. All Japanese and American cars are like shit in terms of quality, looking and technology compared to German cars like, Mercedes, BMW, Audi...",0,false,0,,,,,,
UgyET7KdRuh8MNmWzWl4AaABAg,Money-Gucci-Bitches,2 months ago,1550495502893,Why Japanese and American cars look all so fucking ugly? And the quality is like shit. My God. Only German cars look good and spectacular and have good quality.,2,true,3,,,,,,
,,,,,,,,UgyET7KdRuh8MNmWzWl4AaABAg.8qzLnJ1asEb8rOfwJZadzu,Don Berg,2 months ago,1550495503162,cheap plastic shit that way it looks like a shit,0
,,,,,,,,UgyET7KdRuh8MNmWzWl4AaABAg.8qzLnJ1asEb8rlgk0o4hoi,Ronald Charan,1 month ago,1552914703164,lol. German cars are far from the best quality. Terrible reliability. The looks are also quite plain with most in my opinion but to each their own.,0
,,,,,,,,UgyET7KdRuh8MNmWzWl4AaABAg.8qzLnJ1asEb8rlnY0ActsV,Money-Gucci-Bitches,1 month ago,1552914703165,"@Ronald Charan German cars are by far, by far millions of miles by far the best quality. When I am in a Japanese or American car, everything feels like cheap shit plastic. Everything feels like stupid  bad designed. And I am am working for Honda atm. I worked for Toyota too some years ago. I would never buy a Japanese or American car ever. Most shit cars ever. Even Korean cars are way better.",0
UgynRSMHnp61jpJXvCZ4AaABAg,ArthropodSpidey,2 months ago,1550495502896,Looks like an accord ripoff from the interior,3,false,0,,,,,,
Ugx4nQpa7q0ly2yT21Z4AaABAg,maoshanghai,2 months ago,1550495502898,CVShit transmission!,0,false,0,,,,,,
UgyIWgE_hU_rD5AmB3h4AaABAg,Socrates,2 months ago,1550495502900,"Seriously I'd go with germen cars, CVT will never get into my list, piece of shit, this is a fucking car, not a scooter!",0,true,2,,,,,,
,,,,,,,,UgyIWgE_hU_rD5AmB3h4AaABAg.8qsWpxtRw1Z8rlgzf2yNrY,Ronald Charan,1 month ago,1552914703154,German cars are vastly overpriced and unreliable.,0
,,,,,,,,UgyIWgE_hU_rD5AmB3h4AaABAg.8qsWpxtRw1Z8rm74YDruGx,Socrates,1 month ago,1552914703156,@Ronald Charan At least they dont use junk CVT,0
UgzCnq0FoJauixuqRM94AaABAg,D’ Angilo Hankerson Welcome 2 The Jungle,2 months ago,1550495502902,"Look like a bootleg Maxima , not bad but I still want a Maxima. Currently working hard lmao 🤣",0,false,0,,,,,,
Ugxo09O4jDOs6S_Xdjx4AaABAg,carlos campos,2 months ago,1550495502904,Wish modern Nissans were reliable cause they're some of the best looking sedans,0,false,0,,,,,,
Ugx_5VxsiHhH9CBaSyl4AaABAg,Fadic4,2 months ago,1550495502906,Lmfao. Nissan designers straight up copied and pasted the new Accord interior,0,false,0,,,,,,
UgxKD_zSlqprLe9ncXR4AaABAg,Its—Me Anthony,2 months ago,1550495502908,I can’t wait tell the Camry TRD comes out.,0,false,0,,,,,,
UgyzVNDjCS2hQ4Xh8ax4AaABAg,caalcb7,2 months ago,1550495502909,Get rid off the goddamn CVT Nissan! How many times did customers need to say that?! Ffs!,0,false,0,,,,,,
Ugz8Lk7L7XdUlVPmTwN4AaABAg,Teddy U,2 months ago,1550495502911,"I'm not a big fan of the Japanese design where every car has to have something stretch, curved, or big ugly switches that makes no sense. However i am very impressed on the more conservative style nissan is applying to their vehicles. What stops me from leasing and trying out the nissan is the CVT transmission. Like some comments on here. CVT will be the death of Nissan. My current lease is the 2019 vw Jetta-the only dislike so far is the FLAT sound system.",0,true,1,,,,,,
,,,,,,,,Ugz8Lk7L7XdUlVPmTwN4AaABAg.8qf5Tv9h1v18rWiARu1t-Y,Iketani Koichiro,2 months ago,1550495503131,"Teddy U A JETTA IS NIT BETTER THAN THIS, WHICH DOESN8T COMPETE WITH THIS, AND THE PASSAT IS ALSO NIT BETTER. SO GET OUT OF HERE WITH YOUR UNRELIABLE JETTA",0
UgxNJbPtpDLrgHeLkyx4AaABAg,Kevin Bradwell,2 months ago,1550495502913,It reminds me of a Kia Optima from the side,0,false,0,,,,,,
UgwM7sUrujanGo3BFol4AaABAg,Demerrill Spencer,2 months ago,1550495502915,Wow I wish I could afford that car I need a car that's beautiful,2,false,0,,,,,,
